Term,Freq
speciaal metaal,6176
speciaal polymeer,6177
speciale procedure,6178
instelling met bijzonder statuut,6179
speciaal staal,6180
buitengewone belasting,6181
spectrometrie,6183
toespraak,6185
snelheidsvoorschriften,6186
brandewijn,6188
sport,6192
sportvisserij,6193
sportmanifestatie,6194
sportorganisatie,6195
sportaccommodatie,6197
spreadsheet,6199
stabilisatie- en associatieovereenkomst,6202
stabiliteitsprogramma,6204
personeel,6205
beoordeling van het personeel,6206
personeelsstatuut,6207
stilstaand water,6210
zegelrecht,6211
norm,6212
door ziekenfondsen erkende geneeskunde,6213
normalisatie,6214
levensstandaard,6216
vaste commissie,6217
zetmeel,6220
startende onderneming,6222
staatloze,6228
noodtoestand,6230
statistische methode,6235
statistiek,6236
status van de verkozen persoon,6239
regelgevende bevoegdheid,6241
staal,6242
sterilisatie,6245
gesteriliseerde melk,6246
stille wijn,6247
stimulerend middel,6248
voorraad,6249
effectenbeurs,6250
beursnotering,6251
steen,6255
voorraadvorming,6257
opslagcapaciteit,6258
opslagkosten,6259
opslaan van levensmiddelen,6260
opslag van koolwaterstoffen,6261
opslag van afvalstoffen,6262
strategische verdediging,6266
strategisch kernwapen,6267
strategische reserve,6268
verontreiniging van de stratosfeer,6270
staking,6272
band,6273
structurele aanpassing,6274
structurele uitgave,6275
structuurbeleid,6278
structurele werkloosheid,6279
student,6280
studentenmobiliteit,6281
onderaanneming,6284
onderzeeër,6285
dochteronderneming,6288
sociale woning,6290
landbouw voor levensonderhoud,6292
vervangende brandstof,6295
subtropische zone,6297
voorstadsgebied,6298
sacharose,6303
suiker,6309
suikerbiet,6310
suikerriet,6311
suikerindustrie,6312
product op basis van suiker,6314
raffineren van suiker,6315
zelfmoord,6316
zwavel,6318
samenvatting van een tekst,6320
kort geding,6321
topconferentie,6323
zonnebloem,6325
zonnebloemolie,6326
opzichter,6329
controleorgaan,6330
toezichthoudende bevoegdheid,6331
aanvullende begroting,6333
aanvullende financiering,6334
aanvullend inkomen,6335
aanvullend pensioen,6336
complementair mechanisme,6337
leverancier,6338
overheidsopdracht voor leveringen,6339
voorziening,6340
vraag en aanbod,6341
voorzieningsbalans,6342
steunregeling,6343
steunprijs,6345
bovengronds vervoer,6348
oppervlaktewater,6349
chirurgie,6351
achternaam,6353
overtollige voorraad,6354
toezicht op de invoer,6357
opschorting van de hulp,6359
schorsing van de douanerechten,6360
staken van betalingen,6361
opschorting van de straf,6362
duurzame landbouw,6363
duurzame ontwikkeling,6364
duurzame visserij,6365
duurzame bosbouw,6366
duurzame mobiliteit,6367
swap,6368
zoetstof,6371
varkens,6372
synthetisch eiwit,6376
synthetische rubber,6377
siroop,6379
interconnectie van systemen,6381
tafelwijn,6383
tactisch kernwapen,6384
overnamebod,6387
tanker,6388
tantalium,6389
richtprijs,6391
tariefovereenkomst,6394
tarifaire handelsbelemmering,6395
tariefplafond,6396
vrijstelling van douanerechten,6397
tariefnomenclatuur,6399
tariefbeleid,6400
tariefcontingent,6402
tariefverlaging,6403
belasting,6406
belastbaar inkomen,6407
belastingadministratie,6408
belastingvlucht,6409
inning der belastingen,6410
kwijtschelding van belastingschuld,6412
belastingfraude,6413
belastingontheffing,6414
vrijstelling van belasting,6415
belastingharmonisatie,6416
taxi,6417
fiscale stimulans,6418
fiscale controle,6419
fiscaal recht,6420
fiscaal delict,6421
verbruiksbelasting,6423
loonbelasting,6424
inkomstenbelasting,6425
belasting op inkomsten uit kapitaal,6426
heffing op vetten,6427
winstbelasting,6428
belastingplichtige,6429
belastingteruggave,6430
belastinghervorming,6431
belastingaftrek,6432
belastingaangifte,6433
fiscaliteit,6434
thee,6435
opleiding van leerkrachten,6437
onderwijs,6438
onderwijsprogramma,6439
onderwijsmateriaal,6440
pedagogische methode,6441
kwaliteit van het onderwijs,6442
educatieve software,6443
teamwerk,6444
technische belemmering,6445
technische keramiek,6446
technische samenwerking,6448
technisch onderwijs,6449
technisch beroep,6450
technische voorschriften,6451
technisch reglement,6452
technische specificatie,6453
technische norm,6454
technologische verandering,6455
technologische onafhankelijkheid,6456
technologisch procédé,6457
technologie,6458
technologische evaluatie,6459
overdracht van technologie,6461
telecommunicatie,6462
telecommunicatie-industrie,6464
telegraaf,6466
telematica,6467
telefoon,6470
televisie,6473
televisietoestel,6474
werk op afstand,6475
telex,6476
gematigd bos,6478
gematigde zone,6479
tijdelijke invoer,6480
tijdelijk werk,6481
uitzendbureau,6482
pachten van een boerenbedrijf,6484
inschrijving op een aanbesteding,6485
verbreken van een contract,6486
terminologie,6488
voorwaarde van hulpverlening,6489
ecosysteem van het land,6492
territoriale bevoegdheid,6495
territoriaal recht,6496
territoriale wateren,6497
terrorisme,6499
tertiaire sector,6500
proef,6501
bevruchting in vitro,6502
textielvezel,6503
textielindustrie,6504
textielmachine,6505
textielproduct,6507
diefstal,6511
marketing,6513
therapeutische abortus,6514
thermische energie,6517
thermische apparatuur,6518
thermische isolatie,6519
thermische verontreiniging,6520
thermodynamica,6522
thesaurus,6523
proefschrift,6524
dun blad,6527
derde land,6528
wettelijkeaansprakelijkheidsverzekering,6530
aanslag op de staatsveiligheid,6532
drempelprijs,6533
getijdenenergie,6537
verkoopkantoor,6538
tin,6543
titaan,6545
tabak,6546
tabaksindustrie,6547
toiletartikel,6549
tol,6552
werktuigen,6554
foltering,6555
totale vangst,6556
toerisme,6557
toeristisch beleid,6558
toeristische statistiek,6559
toeristische uitwisseling,6560
reisgids,6561
toeristische infrastructuur,6562
toeristisch gebied,6564
stad,6565
ruimtelijke ordening,6566
stedenbouw,6568
voorschriften voor de stedenbouw,6570
stedenbouwkundige planning,6571
stadsverkeer,6572
toxicologie,6573
giftige stof,6574
traceerbaarheid,6577
spoorelement,6578
tractor,6579
handelsovereenkomst,6581
handelsbalans,6583
handelsverkeer per land,6584
handelsverkeer per product,6586
commerciële samenwerking,6587
handelskrediet,6588
commerciële informatie,6592
handel in organen,6593
tussenhandelaar,6594
handelsvergunning,6595
merk,6596
merkenrecht,6597
handelsbeleid,6598
bevordering van het handelsverkeer,6599
handelsregelingen,6600
beperkingen in het handelsverkeer,6602
handelsstatistiek,6603
vakbond,6604
vakbondsrechten,6608
omvang van het handelsverkeer,6609
exploitatierekening,6610
handelsmarge,6612
handelsverkeer,6613
omvang van de transacties,6614
traditionele visvangst,6615
traditionele technologie,6616
verkeerscontrole,6617
mensenhandel,6618
overtreding van het verkeersreglement,6619
verkeersvoorschriften,6620
bebakening,6621
bedrijfsovername,6627
opvolging in een landbouwbedrijf,6629
overdracht van pensioenrechten,6630
overbrenging van gedetineerden,6632
eigendomsoverdracht,6633
grensoverschrijdende verontreiniging,6635
grensoverschrijdend vervoer,6636
transgeen dier,6637
transgene plant,6638
doorvoer,6639
doorvoerrechten,6640
overgangsjustitie,6641
overgangseconomie,6643
vertaling,6644
translitteratie,6646
transmissienet,6647
transnationale onderneming,6648
openbaarheid van het besluitvormingsproces,6649
ongeval bij het vervoer,6650
toestemming tot vervoer,6652
vervoerscapaciteit,6653
vervoersonderneming,6654
vervoersdocument,6655
vervoerseconomie,6656
transportinfrastructuur,6657
transportverzekering,6658
vervoersrecht,6659
vervoersvergunning,6660
vervoersmarkt,6662
transportnetwerk,6663
vervoer van dieren,6664
vervoer van gevaarlijke stoffen,6665
vervoersplanning,6667
vervoerbeleid,6668
vervoerskosten,6669
vervoersvoorschriften,6671
veiligheid van het vervoer,6672
vervoerspersoneel,6673
vervoersstatistiek,6674
vervoer onder douanecontrole,6675
gebruiker van transportfaciliteiten,6676
trauma,6678
reis,6679
reisbureau,6680
passagier,6681
quaestor,6682
boom,6691
trigger price,6695
triticale,6700
teelt van tropisch gewas,6703
tropische ziekte,6704
tropisch regenwoud,6705
tropische vruchten,6706
tropisch gewas,6707
tropisch hout,6708
tropische zone,6709
trust,6710
administratiekantoor,6711
buis,6712
wolfram,6714
tunnel,6716
turbine,6717
deelneming aan de verkiezing,6722
omzet,6723
tweewielig voertuig,6728
onderneming,6729
bedrijfsvoering,6730
eenstemmigheid,6741
illegale stortplaats,6742
woeste grond,6749
ondergrondse economie,6751
ondergronds ecosysteem,6752
metro,6753
ondergrondse opslag van afvalstoffen,6754
ondergronds vervoer,6755
minerale reserves uit de zeebodem,6759
participatiemaatschappij,6761
werkloze,6762
werkloosheid,6763
technologische werkloosheid,6764
werkloosheidsverzekering,6765
onredelijk ontslag,6768
onopzettelijk delict,6784
eenheidsprijs,6802
algemene toegang tot de ziekteverzekering,6803
universele dienst,6806
algemeen kiesrecht,6807
universiteit,6808
universitair onderzoek,6810
ongeoorloofde overeenkomst,6811
onbetaald verlof,6814
onbetaald werk,6815
ongevraagde elektronische reclame,6827
bijscholing,6833
hogere klasse,6835
uranium,6840
stedelijk gebied,6841
stedelijke agglomeratie,6842
stedelijke samenleving,6843
stedelijke constructie,6844
stedelijke economie,6845
stedelijk woonmilieu,6846
stedelijke infrastructuur,6847
stadsbevolking,6849
stedelijk probleem,6850
stadsvernieuwing,6851
weg binnen de bebouwde kom,6852
stadsvervoer,6854
tweedehandsgoederen,6857
afgewerkte olie,6858
gebruik van de hulp,6859
taalgebruik,6860
gebruik van de ruimte,6861
gebruik van het water,6862
vruchtgebruik,6865
landbouwareaal,6868
vacante zetel,6872
vaccinatie,6873
vaccin,6874
betaalbaarstelling van de uitgaven,6877
vanadium,6881
vandalisme,6882
kalfsvlees,6895
groente,6896
plantaardig vet,6898
groentesap,6899
plantaardige olie,6900
product op basis van groente,6901
plantaardig eiwit,6902
voertuig,6903
voertuigdocumenten,6904
wagenpark,6905
voertuig op rails,6906
registratie van een voertuig,6908
verhuur van voertuigen,6909
durfkapitaal,6915
verticale overeenkomst,6916
financiering met zeer korte looptijd,6917
boot,6918
dierenarts,6920
veterinair geneesmiddel,6921
veterinaire inspectie,6922
veterinaire wetgeving,6923
veterinair product,6924
diergeneeskunde,6925
veto,6926
vice-voorzitter van de instelling,6928
slachtoffer,6930
werk aan het beeldscherm,6934
teleconferentie,6936
wijngaard,6944
wijnbereiding,6945
geweld,6946
geweld op school,6947
virtuele gemeenschap,6948
virtuele munteenheid,6949
virtuele bibliotheek,6950
virtual reality,6951
visuele kunsten,6955
vitamine,6956
wijnbouw,6957
beroepsonderwijs,6958
beroepskeuzevoorlichting,6959
beroepsopleiding,6961
vulkaanuitbarsting,6963
vrijwilligersorganisatie,6966
zelfbeperking,6967
overeenkomst inzake beperking,6968
vrijwilligerswerk,6969
stemming,6971
stemming via afvaardiging,6972
globale stemming,6973
uitgebrachte stem,6974
wijze van stemming,6978
loonkosten,6983
vaststelling van het loon,6984
werknemer in loondienst,6985
oorlog,6991
vloot,6998
verspilling,7001
afval,7002
afvalverwijdering,7003
verbranding van afval,7004
beheer van afvalstoffen,7005
hergebruik van afvalstoffen,7006
afvalwater,7007
water,7008
waterverbruik,7010
waterloop,7011
waterbeheer,7012
watervoorziening in de landbouw,7013
waterbeleid,7014
waterverontreinigende stof,7015
waterverontreiniging,7016
bescherming van het water,7017
watervoorraad,7019
watervoorziening,7020
waterbehandeling,7021
beroep in de binnenscheepvaart,7022
frequentieband,7023
golfslagenergie,7024
rijkdom,7026
vermogensbelasting,7027
wekelijkse rusttijd,7031
gewichten en afmetingen,7032
maten en gewichten,7033
sociale bijstand,7034
tarwe,7056
werknemer,7058
witte suiker,7059
witte wijn,7060
volle melk,7061
groothandelsprijs,7062
verkoop in het groot,7063
groothandel,7064
wild leven,7067
wild zoogdier,7068
windenergie,7069
wijn,7071
kwaliteitswijn,7072
draad,7073
opzegging van een overeenkomst,7074
onttrekken aan de markt,7076
afstand van een mandaat,7077
ophoudprijs,7078
getuigenbescherming,7079
wolf,7080
vrouw,7081
bebost oppervlak,7086
houtvezel,7087
timmerhout,7088
houtindustrie,7089
houtproduct,7090
houtafval,7092
wol,7093
tekstverwerking,7094
arbeid,7095
arbeidscontract,7096
flexibiliteit van de werknemer,7098
raadpleging van de werknemers,7099
voorlichting van de werknemers,7100
participatie van de werknemers,7101
werknemer met een beperking,7106
vlottend kapitaal,7107
arbeidsvoorwaarden,7109
arbeidsomgeving,7110
beroepsleven,7111
werkende armen,7112
beroepsbevolking,7113
agrarische beroepsbevolking,7114
arbeidsduur,7115
balans tussen werk en privé,7116
werkvergunning,7118
werkplek,7119
arbeidsproductiviteit,7120
werktijden,7121
overheidsopdracht voor werken,7122
ondernemingsraad,7123
wereld,7125
wereldverbruik,7128
internationale economie,7130
wereldgeschiedenis,7133
prijs op de wereldmarkt,7135
mondiale organisatie,7137
wereldbevolking,7139
wereldproductie,7140
redactie in de praktijk,7144
schriftelijke vraag,7145
xenofobie,7146
jaarboek,7150
jonge landbouwer,7154
jongere,7155
jeugdige werknemer,7156
gesloten opleidingsinstituut,7157
uitwisseling van jongeren,7159
jeugdbeleid,7161
jeugdwerkloosheid,7162
geweld bij jongeren,7163
zink,7174
dierentuin,7176
zoönose,7178
zoötechniek,7179
